商品ID,商品規格ID,親規格組合わせID,規格組合わせID,親規格分類ID,規格分類ID,親規格分類名,規格分類名,メーカーID,メーカー名,商品名,表示ステータス(公開・非公開),メーカーURL(コメント1),コメント2,検索ワード(コメント3),コメント4,コメント5,コメント6,備考欄(SHOP専用),一覧-メインコメント,一覧-メイン画像,詳細-メインコメント,詳細-メイン画像,詳細-メイン拡大画像,詳細-サブタイトル(1),詳細-サブコメント(1),詳細-サブ画像(1),詳細-サブ拡大画像(1),詳細-サブタイトル(2),詳細-サブコメント(2),詳細-サブ画像(2),詳細-サブ拡大画像(2),詳細-サブタイトル(3),詳細-サブコメント(3),詳細-サブ画像(3),詳細-サブ拡大画像(3),詳細-サブタイトル(4),詳細-サブコメント(4),詳細-サブ画像(4),詳細-サブ拡大画像(4),詳細-サブタイトル(5),詳細-サブコメント(5),詳細-サブ画像(5),詳細-サブ拡大画像(5),発送日目安ID,削除フラグ,商品種別ID,商品コード,f,在庫無制限フラグ,購入制限数,通常価格,販売価格,送料,ポイント付与率,ダウンロードファイル名,ダウンロード実ファイル,関連商品ID(1),関連商品コメント(1),関連商品ID(2),関連商品コメント(2),関連商品ID(3),関連商品コメント(3),関連商品ID(4),関連商品コメント(4),関連商品ID(5),関連商品コメント(5),関連商品ID(6),関連商品コメント(6),商品ステータス,商品ステータス名,カテゴリID,カテゴリ名
500461,,,,,,,,6,パナソニック,【パナソニック】 天井ビルトイン1方向タイプ  システムマルチ 室内ユニット,1,,"CS-MB222CC2｜【パナソニック ハウジングエアコン】 天井ビルトイン1方向タイプ  システムマルチ室内ユニット 単相200V ワイヤレス｜販売価格:145,152｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ <br>システムマルチ室内ユニット 単相200V ワイヤレス,CS-MB222CC2,"ホワイト,ライトブラウン",,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-mb222cc2.jpg,"【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ <br>システムマルチ室内ユニット 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-mb222cc2.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,panasonic_housing/201403/sub/panel3.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-MB222CC2 x 1<br />リモコン：同梱リモコン x 1<br />パネル：CZ-BT10-W x 1<br /></div>",,,,,,,2,0,1,CS-MB222CC2,,1,,138240,138240,,0,,,,,,,,,,,,,,,,,"200210,210273",
500462,,,,,,,,6,パナソニック,【パナソニック】 天井ビルトイン1方向タイプ  システムマルチ 室内ユニット,1,,"CS-MB222CC2-wood｜【パナソニック ハウジングエアコン】 天井ビルトイン1方向タイプ  システムマルチ室内ユニット 単相200V ワイヤレス｜販売価格:158,760｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ <br>システムマルチ室内ユニット 単相200V ワイヤレス,CS-MB222CC2-wood,木目調,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-mb222cc2-wood.jpg,"【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ <br>システムマルチ室内ユニット 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-mb222cc2-wood.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,panasonic_housing/201403/sub/panel4.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-MB222CC2 x 1<br />リモコン：同梱リモコン x 1<br />パネル：CZ-BT11-M x 1<br /></div>",,,,,,,2,0,1,CS-MB222CC2-wood,,1,,151200,151200,,0,,,,,,,,,,,,,,,,,"200210,210273",
500463,,,,,,,,6,パナソニック,【パナソニック】 天井ビルトイン1方向タイプ 10畳程度 システムマルチ 室内ユニット,1,,"CS-MB282CC2｜【パナソニック ハウジングエアコン】 天井ビルトイン1方向タイプ 10畳程度 システムマルチ室内ユニット 単相200V ワイヤレス｜販売価格:159,894｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ 10畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス,CS-MB282CC2,"ホワイト,ライトブラウン",,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-mb282cc2.jpg,"【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ 10畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-mb282cc2.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,panasonic_housing/201403/sub/panel3.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-MB282CC2 x 1<br />リモコン：同梱リモコン x 1<br />パネル：CZ-BT10-W x 1<br /></div>",,,,,,,2,0,1,CS-MB282CC2,,1,,152280,152280,,0,,,,,,,,,,,,,,,,,"200210,210275",
500464,,,,,,,,6,パナソニック,【パナソニック】 天井ビルトイン1方向タイプ 10畳程度 システムマルチ 室内ユニット,1,,"CS-MB282CC2-wood｜【パナソニック ハウジングエアコン】 天井ビルトイン1方向タイプ 10畳程度 システムマルチ室内ユニット 単相200V ワイヤレス｜販売価格:173,502｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ 10畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス,CS-MB282CC2-wood,木目調,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-mb282cc2-wood.jpg,"【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ 10畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-mb282cc2-wood.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,panasonic_housing/201403/sub/panel4.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-MB282CC2 x 1<br />リモコン：同梱リモコン x 1<br />パネル：CZ-BT11-M x 1<br /></div>",,,,,,,2,0,1,CS-MB282CC2-wood,,1,,165240,165240,,0,,,,,,,,,,,,,,,,,"200210,210275",
500465,,,,,,,,6,パナソニック,【パナソニック】 天井ビルトイン1方向タイプ 12畳程度 システムマルチ 室内ユニット,1,,"CS-MB362CC2｜【パナソニック ハウジングエアコン】 天井ビルトイン1方向タイプ 12畳程度 システムマルチ室内ユニット 単相200V ワイヤレス｜販売価格:189,378｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ 12畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス,CS-MB362CC2,"ホワイト,ライトブラウン",,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-mb362cc2.jpg,"【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ 12畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-mb362cc2.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,panasonic_housing/201403/sub/panel3.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-MB362CC2 x 1<br />リモコン：同梱リモコン x 1<br />パネル：CZ-BT10-W x 1<br /></div>",,,,,,,2,0,1,CS-MB362CC2,,1,,180360,180360,,0,,,,,,,,,,,,,,,,,"200210,210276",
500466,,,,,,,,6,パナソニック,【パナソニック】 天井ビルトイン1方向タイプ 12畳程度 システムマルチ 室内ユニット,1,,"CS-MB362CC2-wood｜【パナソニック ハウジングエアコン】 天井ビルトイン1方向タイプ 12畳程度 システムマルチ室内ユニット 単相200V ワイヤレス｜販売価格:202,986｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ 12畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス,CS-MB362CC2-wood,木目調,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-mb362cc2-wood.jpg,"【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ 12畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-mb362cc2-wood.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,panasonic_housing/201403/sub/panel4.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-MB362CC2 x 1<br />リモコン：同梱リモコン x 1<br />パネル：CZ-BT11-M x 1<br /></div>",,,,,,,2,0,1,CS-MB362CC2-wood,,1,,193320,193320,,0,,,,,,,,,,,,,,,,,"200210,210276",
500467,,,,,,,,6,パナソニック,【パナソニック】 天井ビルトイン1方向タイプ 14畳程度 システムマルチ 室内ユニット,1,,"CS-MB402CC2｜【パナソニック ハウジングエアコン】 天井ビルトイン1方向タイプ 14畳程度 システムマルチ室内ユニット 単相200V ワイヤレス｜販売価格:212,058｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ 14畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス,CS-MB402CC2,"ホワイト,ライトブラウン",,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-mb402cc2.jpg,"【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ 14畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-mb402cc2.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,panasonic_housing/201403/sub/panel3.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-MB402CC2 x 1<br />リモコン：同梱リモコン x 1<br />パネル：CZ-BT10-W x 1<br /></div>",,,,,,,2,0,1,CS-MB402CC2,,1,,201960,201960,,0,,,,,,,,,,,,,,,,,"200210,210277",
500468,,,,,,,,6,パナソニック,【パナソニック】 天井ビルトイン1方向タイプ 14畳程度 システムマルチ 室内ユニット,1,,"CS-MB402CC2-wood｜【パナソニック ハウジングエアコン】 天井ビルトイン1方向タイプ 14畳程度 システムマルチ室内ユニット 単相200V ワイヤレス｜販売価格:225,666｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ 14畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス,CS-MB402CC2-wood,木目調,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-mb402cc2-wood.jpg,"【パナソニック ハウジングエアコン】<br>天井ビルトイン1方向タイプ 14畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-mb402cc2-wood.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,panasonic_housing/201403/sub/panel4.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-MB402CC2 x 1<br />リモコン：同梱リモコン x 1<br />パネル：CZ-BT11-M x 1<br /></div>",,,,,,,2,0,1,CS-MB402CC2-wood,,1,,214920,214920,,0,,,,,,,,,,,,,,,,,"200210,210277",
500469,,,,,,,,6,パナソニック,【パナソニック】 天井ビルトイン2方向タイプ 14畳程度 システムマルチ 室内ユニット,1,,"CS-MB402CW2｜【パナソニック ハウジングエアコン】 天井ビルトイン2方向タイプ 14畳程度 システムマルチ室内ユニット 単相200V ワイヤレス｜販売価格:289,170｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>天井ビルトイン2方向タイプ 14畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス,CS-MB402CW2,"ホワイト,ライトブラウン",,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-mb402cw2.jpg,"【パナソニック ハウジングエアコン】<br>天井ビルトイン2方向タイプ 14畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-mb402cw2.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc2.jpg,,,,panasonic_housing/201403/sub/panel7.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-MB402CW2 x 1<br />リモコン：同梱リモコン x 1<br />パネル：CZ-BT15P-W x 1<br /></div>",,,,,,,2,0,1,CS-MB402CW2,,1,,275400,275400,,0,,,,,,,,,,,,,,,,,"200211,210307",
500470,,,,,,,,6,パナソニック,【パナソニック】 天井ビルトイン2方向タイプ 16畳程度 システムマルチ 室内ユニット,1,,"CS-MB502CW2｜【パナソニック ハウジングエアコン】 天井ビルトイン2方向タイプ 16畳程度 システムマルチ室内ユニット 単相200V ワイヤレス｜販売価格:323,190｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>天井ビルトイン2方向タイプ 16畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス,CS-MB502CW2,"ホワイト,ライトブラウン",,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-mb502cw2.jpg,"【パナソニック ハウジングエアコン】<br>天井ビルトイン2方向タイプ 16畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-mb502cw2.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc2.jpg,,,,panasonic_housing/201403/sub/panel7.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-MB502CW2 x 1<br />リモコン：同梱リモコン x 1<br />パネル：CZ-BT15P-W x 1<br /></div>",,,,,,,2,0,1,CS-MB502CW2,,1,,307800,307800,,0,,,,,,,,,,,,,,,,,"200211,210310",
500471,,,,,,,,6,パナソニック,【パナソニック】 壁ビルトイン  システムマルチ 室内ユニット,1,,"CS-MB222CK2｜【パナソニック ハウジングエアコン】 壁ビルトイン  システムマルチ室内ユニット 単相200V ワイヤレス｜販売価格:158,760｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>壁ビルトイン <br>システムマルチ室内ユニット 単相200V ワイヤレス,CS-MB222CK2,和風グリル,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-mb222ck2.jpg,"【パナソニック ハウジングエアコン】<br>壁ビルトイン <br>システムマルチ室内ユニット 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-mb222ck2.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,panasonic_housing/201403/sub/panel8.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-MB222CK2 x 1<br />リモコン：同梱リモコン x 1<br />前面グリル：CZ-BKG12 x 1<br /></div>",,,,,,,2,0,1,CS-MB222CK2,,1,,151200,151200,,0,,,,,,,,,,,,,,,,,"200213,210363",
500472,,,,,,,,6,パナソニック,【パナソニック】 壁ビルトイン 10畳程度 システムマルチ 室内ユニット,1,,"CS-MB282CK2｜【パナソニック ハウジングエアコン】 壁ビルトイン 10畳程度 システムマルチ室内ユニット 単相200V ワイヤレス｜販売価格:170,100｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>壁ビルトイン 10畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス,CS-MB282CK2,和風グリル,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-mb282ck2.jpg,"【パナソニック ハウジングエアコン】<br>壁ビルトイン 10畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-mb282ck2.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,panasonic_housing/201403/sub/panel8.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-MB282CK2 x 1<br />リモコン：同梱リモコン x 1<br />前面グリル：CZ-BKG12 x 1<br /></div>",,,,,,,2,0,1,CS-MB282CK2,,1,,162000,162000,,0,,,,,,,,,,,,,,,,,"200213,210365",
500473,,,,,,,,6,パナソニック,【パナソニック】 壁ビルトイン 12畳程度 システムマルチ 室内ユニット,1,,"CS-MB362CK2｜【パナソニック ハウジングエアコン】 壁ビルトイン 12畳程度 システムマルチ室内ユニット 単相200V ワイヤレス｜販売価格:191,646｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>壁ビルトイン 12畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス,CS-MB362CK2,和風グリル,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-mb362ck2.jpg,"【パナソニック ハウジングエアコン】<br>壁ビルトイン 12畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-mb362ck2.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,panasonic_housing/201403/sub/panel8.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-MB362CK2 x 1<br />リモコン：同梱リモコン x 1<br />前面グリル：CZ-BKG12 x 1<br /></div>",,,,,,,2,0,1,CS-MB362CK2,,1,,182520,182520,,0,,,,,,,,,,,,,,,,,"200213,210366",
500474,,,,,,,,6,パナソニック,【パナソニック】 壁ビルトイン 14畳程度 システムマルチ 室内ユニット,1,,"CS-MB402CK2｜【パナソニック ハウジングエアコン】 壁ビルトイン 14畳程度 システムマルチ室内ユニット 単相200V ワイヤレス｜販売価格:215,460｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>壁ビルトイン 14畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス,CS-MB402CK2,和風グリル,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-mb402ck2.jpg,"【パナソニック ハウジングエアコン】<br>壁ビルトイン 14畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-mb402ck2.jpg,,,"<ul><li><font style=""color:red;"">※パネルタイプをお選び下さい</font></li><li><font style=""color: red;"">※パネル・リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,panasonic_housing/201403/sub/panel8.jpg,,"<div class=""set"">▼セット内容<br />室内機：CS-MB402CK2 x 1<br />リモコン：同梱リモコン x 1<br />前面グリル：CZ-BKG12 x 1<br /></div>",,,,,,,2,0,1,CS-MB402CK2,,1,,205200,205200,,0,,,,,,,,,,,,,,,,,"200213,210367",
500475,,,,,,,,6,パナソニック,【パナソニック】 フリービルトイン 10畳程度 システムマルチ 室内ユニット,1,,"CS-MB282CA2｜【パナソニック ハウジングエアコン】 フリービルトイン 10畳程度 システムマルチ室内ユニット 単相200V ワイヤレス｜販売価格:136,080｜「東京空調センター」では、ハウジングエアコンを驚きの価格でご提供いたします。日本全国送料無料です。",【パナソニック ハウジングエアコン】<br>フリービルトイン 10畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス,CS-MB282CA2,,,,"<img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t200.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless.png"">",panasonic_housing/201403/cs-mb282ca2.jpg,"【パナソニック ハウジングエアコン】<br>フリービルトイン 10畳程度<br>システムマルチ室内ユニット 単相200V ワイヤレス<br /><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-t2002.png""><img src=""http://www.tokyo-aircon.net/images/ind_aircon/ind-wireless2.png"">",panasonic_housing/201403/cs-mb282ca2.jpg,,,"<ul><li><font style=""color: red;"">※リモコンを含んだ金額になります</font></li><li>※全国送料無料（一部地域を除く）</li><li>※メーカー1年保証付き</li></ul>",,/housing-in-ng.jpg,,,,panasonic_housing/201403/sub/rc1.jpg,,,,,,"<div class=""set"">▼セット内容<br />室内機：CS-MB282CA2 x 1<br />リモコン：同梱リモコン x 1<br /></div>",,,,,,,2,0,1,CS-MB282CA2,,1,,129600,129600,,0,,,,,,,,,,,,,,,,,"200214,210395",
